date       ,temperature ,wind_speed ,wind_degree ,weather_code ,precip               ,humidity ,visibility ,pressure ,cloudcover ,heatindex ,dewpoint ,windchill ,windgust ,feelslike ,chanceofrain ,chanceofremdry ,chanceofwindy ,chanceofovercast ,chanceofsunshine ,chanceoffrost ,chanceofhightemp ,chanceoffog ,chanceofsnow ,chanceofthunder ,uv_index
2023-07-03 ,     26.125 ,     7.125 ,    187.375 ,     147.5   ,0.5                  ,  79.875 ,     7.5   ,1009.875 ,    64.625 ,   28.75  ,21.625   ,   26.125 ,  18.125 ,   28.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-07-04 ,     26.375 ,     6.625 ,    274.625 ,     122.375 ,0.0125               ,  74.375 ,     7.875 ,1012.25  ,    36.625 ,   28.375 ,20.75    ,   26.375 ,  16.0   ,   28.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-07-05 ,     27.625 ,     5.25  ,    193.875 ,     121.25  ,0.037500000000000006 ,  60.5   ,    10.0   ,1014.375 ,    25.375 ,   29.5   ,19.5     ,   27.625 ,  11.25  ,   29.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-06 ,     27.0   ,     5.0   ,    139.75  ,     153.125 ,0.1                  ,  70.125 ,     9.875 ,1012.375 ,    64.875 ,   29.625 ,21.25    ,   27.0   ,   9.5   ,   29.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-07-07 ,     26.5   ,     4.25  ,    199.875 ,     145.25  ,0.3125               ,  72.0   ,     9.0   ,1010.625 ,    37.5   ,   29.125 ,21.5     ,   26.5   ,  10.0   ,   29.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-07-08 ,     26.25  ,     5.625 ,    223.75  ,     162.5   ,0.2125               ,  76.125 ,     7.5   ,1010.375 ,    68.125 ,   28.5   ,21.75    ,   26.25  ,  11.5   ,   28.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-07-09 ,     24.625 ,     7.125 ,    198.5   ,     161.75  ,1.5374999999999999   ,  87.75  ,     9.75  ,1008.25  ,    67.875 ,   27.25  ,22.5     ,   24.625 ,  11.375 ,   27.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.5
2023-07-10 ,     24.0   ,     7.875 ,    290.375 ,     114.5   ,0.0                  ,  74.25  ,     7.0   ,1010.75  ,    26.625 ,   24.875 ,18.5     ,   24.0   ,  14.625 ,   24.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-07-11 ,     25.625 ,     5.125 ,    246.0   ,     114.125 ,0.0                  ,  57.5   ,    10.0   ,1012.75  ,    19.375 ,   26.375 ,17.0     ,   25.625 ,  11.625 ,   26.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-07-12 ,     27.0   ,     5.875 ,    229.5   ,     113.75  ,0.0                  ,  53.125 ,    10.0   ,1014.375 ,    15.0   ,   28.0   ,17.125   ,   27.0   ,  14.5   ,   27.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-13 ,     28.625 ,    11.125 ,    221.5   ,     122.0   ,0.037500000000000006 ,  51.75  ,    10.0   ,1011.125 ,    29.125 ,   29.625 ,17.5     ,   28.625 ,  22.25  ,   29.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.25
2023-07-14 ,     26.125 ,     8.75  ,    194.75  ,     161.375 ,0.3875               ,  82.75  ,     8.375 ,1012.125 ,    62.5   ,   28.75  ,21.75    ,   26.125 ,  18.5   ,   28.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-07-15 ,     26.375 ,     5.75  ,    170.75  ,     141.125 ,0.125                ,  77.125 ,     7.375 ,1011.75  ,    63.5   ,   29.75  ,22.875   ,   26.375 ,  14.125 ,   29.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-07-16 ,     25.5   ,     7.75  ,    214.5   ,     185.75  ,0.275                ,  86.625 ,     7.125 ,1010.25  ,    85.0   ,   28.375 ,23.125   ,   25.5   ,  14.75  ,   28.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.25
2023-07-17 ,     26.75  ,     6.25  ,    253.75  ,     113.0   ,0.0                  ,  62.375 ,    10.0   ,1012.875 ,     9.875 ,   28.375 ,18.875   ,   26.75  ,  12.625 ,   28.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-18 ,     26.875 ,     6.375 ,    106.125 ,     115.25  ,0.0                  ,  70.625 ,     9.875 ,1014.25  ,    37.625 ,   29.0   ,19.875   ,   26.875 ,  15.25  ,   29.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-19 ,     25.5   ,     6.75  ,    230.125 ,     161.0   ,0.125                ,  64.125 ,    10.0   ,1015.5   ,    58.125 ,   27.25  ,19.375   ,   25.5   ,  13.875 ,   27.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.375
2023-07-20 ,     26.0   ,     6.625 ,    151.0   ,     116.375 ,0.0                  ,  78.25  ,     9.75  ,1012.875 ,    51.0   ,   28.125 ,20.875   ,   26.0   ,  12.75  ,   27.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-07-21 ,     27.625 ,    11.5   ,    262.625 ,     148.625 ,0.19999999999999998  ,  68.875 ,    10.0   ,1007.375 ,    65.75  ,   29.5   ,20.5     ,   27.625 ,  18.5   ,   29.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-07-22 ,     25.125 ,    10.125 ,    270.75  ,     113.75  ,0.0                  ,  52.75  ,    10.0   ,1010.125 ,    15.875 ,   25.125 ,14.75    ,   25.125 ,  14.5   ,   25.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-07-23 ,     25.5   ,     5.625 ,    255.625 ,     115.25  ,0.0                  ,  53.0   ,    10.0   ,1014.125 ,    34.875 ,   26.125 ,15.25    ,   25.5   ,  12.125 ,   25.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-07-24 ,     24.0   ,     6.75  ,    130.0   ,     229.25  ,0.85                 ,  74.5   ,     9.875 ,1018.5   ,    60.625 ,   25.75  ,19.75    ,   24.0   ,  15.625 ,   25.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.125
2023-07-25 ,     25.625 ,     4.625 ,    178.5   ,     125.375 ,0.0125               ,  80.5   ,     7.125 ,1018.625 ,    63.75  ,   27.625 ,20.75    ,   25.625 ,  15.375 ,   26.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-07-26 ,     26.375 ,     6.25  ,    202.125 ,     114.125 ,0.0                  ,  71.75  ,     7.0   ,1018.625 ,    22.5   ,   28.25  ,20.25    ,   26.375 ,  14.0   ,   28.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-07-27 ,     29.0   ,    12.75  ,    220.875 ,     115.25  ,0.0                  ,  66.5   ,     9.625 ,1015.75  ,    37.5   ,   31.625 ,20.125   ,   29.0   ,  25.75  ,   31.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.25
2023-07-28 ,     28.125 ,     8.375 ,    210.875 ,     146.75  ,0.5875               ,  77.25  ,     9.0   ,1015.625 ,    55.625 ,   31.875 ,23.125   ,   28.125 ,  17.0   ,   31.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-29 ,     28.125 ,     9.875 ,    256.375 ,     147.875 ,0.35                 ,  78.0   ,     7.625 ,1013.0   ,    60.0   ,   31.75  ,21.875   ,   28.125 ,  21.5   ,   31.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-07-30 ,     26.25  ,     9.125 ,    136.5   ,     116.0   ,0.0                  ,  69.5   ,     7.75  ,1012.0   ,    42.625 ,   27.75  ,18.375   ,   26.25  ,  18.25  ,   27.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-07-31 ,     25.0   ,     7.5   ,    246.875 ,     123.875 ,0.0125               ,  63.0   ,    10.0   ,1015.625 ,    46.5   ,   26.625 ,16.625   ,   25.0   ,  13.125 ,   26.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-01 ,     23.375 ,     7.0   ,    233.5   ,     115.25  ,0.0                  ,  60.625 ,    10.0   ,1019.0   ,    32.375 ,   24.125 ,14.375   ,   23.375 ,  14.125 ,   23.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-02 ,     23.375 ,     8.0   ,     79.25  ,     113.375 ,0.0                  ,  47.5   ,    10.0   ,1021.75  ,    17.25  ,   24.125 ,11.75    ,   23.375 ,  12.75  ,   23.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-03 ,     23.0   ,    12.875 ,    170.875 ,     118.25  ,0.0                  ,  73.625 ,     9.375 ,1018.125 ,    64.125 ,   24.125 ,17.375   ,   23.0   ,  23.25  ,   23.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.25
2023-08-04 ,     22.125 ,    10.625 ,    201.0   ,     128.0   ,0.05                 ,  81.0   ,    10.0   ,1014.375 ,    92.375 ,   23.875 ,18.5     ,   22.125 ,  17.625 ,   23.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.0
2023-08-05 ,     24.75  ,     7.0   ,    159.125 ,     116.375 ,0.0                  ,  71.0   ,     6.5   ,1014.75  ,    43.125 ,   25.5   ,18.5     ,   24.75  ,  11.5   ,   25.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-06 ,     25.875 ,     8.875 ,    141.875 ,     153.875 ,0.125                ,  69.5   ,    10.0   ,1014.0   ,    49.0   ,   28.125 ,19.375   ,   25.875 ,  16.5   ,   27.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-08-07 ,     25.875 ,     8.375 ,    166.875 ,     155.375 ,0.17500000000000002  ,  78.25  ,     8.25  ,1009.625 ,    71.5   ,   28.5   ,21.125   ,   25.875 ,  22.625 ,   28.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-08-08 ,     25.125 ,    13.75  ,    261.375 ,     116.75  ,0.0                  ,  69.875 ,     7.5   ,1007.75  ,    48.375 ,   26.125 ,17.5     ,   25.125 ,  27.875 ,   26.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.5
2023-08-09 ,     25.625 ,     8.125 ,    260.5   ,     113.75  ,0.0                  ,  53.5   ,    10.0   ,1010.625 ,    20.75  ,   26.0   ,14.75    ,   25.625 ,  16.625 ,   26.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-10 ,     23.75  ,    10.0   ,    221.625 ,     183.875 ,0.2                  ,  65.75  ,    10.0   ,1005.75  ,    47.5   ,   25.25  ,17.875   ,   23.75  ,  17.375 ,   25.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.375
2023-08-11 ,     25.125 ,     8.125 ,    268.125 ,     113.375 ,0.0                  ,  60.75  ,    10.0   ,1010.25  ,    11.125 ,   25.875 ,15.875   ,   25.125 ,  15.125 ,   25.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-12 ,     27.375 ,     7.375 ,    200.625 ,     113.75  ,0.0                  ,  60.0   ,    10.0   ,1011.625 ,    22.5   ,   28.375 ,17.875   ,   27.375 ,  15.375 ,   28.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-08-13 ,     28.0   ,     8.375 ,    266.375 ,     115.25  ,0.0                  ,  64.375 ,    10.0   ,1013.5   ,    34.25  ,   29.875 ,19.5     ,   28.0   ,  17.25  ,   29.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-08-14 ,     26.0   ,     5.5   ,     95.375 ,     155.0   ,1.15                 ,  76.0   ,     8.375 ,1013.5   ,    59.625 ,   28.5   ,20.75    ,   26.0   ,  12.5   ,   28.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-15 ,     26.125 ,     7.875 ,    228.875 ,     176.75  ,0.575                ,  76.375 ,     9.75  ,1008.75  ,    61.25  ,   28.375 ,21.125   ,   26.125 ,  14.75  ,   28.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-16 ,     25.25  ,     6.0   ,    264.5   ,     115.25  ,0.0                  ,  69.625 ,     8.875 ,1012.0   ,    34.625 ,   26.625 ,18.25    ,   25.25  ,  12.75  ,   26.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-17 ,     26.25  ,     8.625 ,    135.75  ,     122.375 ,0.0125               ,  64.25  ,    10.0   ,1011.5   ,    33.875 ,   28.0   ,18.75    ,   26.25  ,  16.125 ,   27.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-08-18 ,     25.375 ,    14.75  ,    280.0   ,     115.625 ,0.0                  ,  61.5   ,     7.75  ,1009.75  ,    32.375 ,   26.5   ,15.75    ,   25.375 ,  24.875 ,   26.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-19 ,     22.875 ,     7.125 ,    272.25  ,     113.0   ,0.0                  ,  43.625 ,    10.0   ,1016.75  ,     2.0   ,   23.25  ,9.625    ,   22.875 ,  13.75  ,   22.875 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-20 ,     24.5   ,     7.0   ,    201.875 ,     113.375 ,0.0                  ,  49.625 ,    10.0   ,1018.875 ,    12.0   ,   24.875 ,12.75    ,   24.5   ,  12.875 ,   24.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-21 ,     27.125 ,     5.25  ,    252.875 ,     113.375 ,0.0                  ,  59.0   ,    10.0   ,1017.375 ,    13.75  ,   28.25  ,17.125   ,   27.125 ,  12.125 ,   28.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.125
2023-08-22 ,     24.875 ,    12.0   ,    148.125 ,     113.375 ,0.0                  ,  44.875 ,    10.0   ,1018.625 ,    13.875 ,   25.5   ,11.75    ,   24.875 ,  20.75  ,   25.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-23 ,     23.25  ,     5.75  ,    178.5   ,     113.375 ,0.0                  ,  52.0   ,    10.0   ,1019.125 ,    12.5   ,   23.5   ,12.5     ,   23.25  ,  10.75  ,   23.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.625
2023-08-24 ,     22.0   ,    12.125 ,    190.0   ,     150.875 ,0.125                ,  78.25  ,     8.875 ,1015.5   ,    65.625 ,   23.75  ,17.125   ,   22.0   ,  22.125 ,   22.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   2.875
2023-08-25 ,     26.25  ,     8.25  ,    156.625 ,     192.5   ,0.1375               ,  76.25  ,     8.875 ,1010.25  ,    52.0   ,   29.0   ,20.875   ,   26.25  ,  13.375 ,   28.25  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   4.0
2023-08-26 ,     26.25  ,     8.0   ,    302.125 ,     122.375 ,0.0                  ,  71.125 ,     8.0   ,1010.125 ,    35.375 ,   28.125 ,19.875   ,   26.25  ,  11.625 ,   28.125 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.875
2023-08-27 ,     24.125 ,     8.625 ,     62.0   ,     132.125 ,0.025                ,  62.375 ,    10.0   ,1013.125 ,    65.25  ,   25.625 ,16.375   ,   24.125 ,  12.125 ,   25.375 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.375
2023-08-28 ,     23.0   ,    10.75  ,     85.125 ,     216.875 ,0.25                 ,  87.125 ,     9.0   ,1013.75  ,    76.375 ,   24.875 ,20.75    ,   23.0   ,  15.625 ,   24.0   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.375
2023-08-29 ,     24.25  ,     4.625 ,     96.5   ,     135.875 ,0.0125               ,  79.125 ,     7.0   ,1012.0   ,    78.125 ,   25.875 ,20.0     ,   24.25  ,   7.25  ,   25.5   ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.25
2023-08-30 ,     24.875 ,    13.0   ,    291.375 ,     147.875 ,0.05                 ,  64.625 ,     9.0   ,1007.875 ,    32.875 ,   26.0   ,16.25    ,   24.75  ,  18.875 ,   25.625 ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.75
2023-08-31 ,     20.375 ,    13.25  ,    113.5   ,     118.25  ,0.0                  ,  52.25  ,    10.0   ,1013.375 ,    64.0   ,   20.75  ,9.875    ,   20.375 ,  19.0   ,   20.75  ,         0.0 ,           0.0 ,          0.0 ,             0.0 ,             0.0 ,          0.0 ,             0.0 ,        0.0 ,         0.0 ,            0.0 ,   3.125
